IDR,GO_molfunc_terms,GO_cellcom_terms,n_GO_molfunc_terms,n_GO_cellcom_terms
Q5JV73_130_182,,cytoplasm; cytoskeleton; plasma membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,7
Q5JV73_1766_1810,,cytoplasm; cytoskeleton; plasma membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,7
Q5JVG2_793_852,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription activator activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,11,2
Q5JVG2_52_389,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription activator activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,11,2
Q5JVG8_1_211,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; nucleolus; intracellular membrane-bounded organelle,10,3
Q5JVL4_1_76,calcium ion binding; metal ion binding; other,spindle pole; cytoplasm; centrosome; microtubule organizing center; spindle; cytoskeleton; microtubule; cilium; axoneme; microtubule cytoskeleton; cell projection; neuronal cell body; mitotic spindle,3,13
Q5JVL4_533_570,calcium ion binding; metal ion binding; other,spindle pole; cytoplasm; centrosome; microtubule organizing center; spindle; cytoskeleton; microtubule; cilium; axoneme; microtubule cytoskeleton; cell projection; neuronal cell body; mitotic spindle,3,13
Q5JVS0_1_413,nucleic acid binding; RNA binding; other,extracellular region; nucleus; nuclear envelope; nucleoplasm; nucleolus; cytoplasm; cytosol; membrane; nuclear body; nuclear speck; nuclear membrane; intracellular membrane-bounded organelle,3,12
Q5JVX7_28_400,,,0,0
Q5JW98_1_32,other,,1,0
Q5JW98_267_314,other,,1,0
Q5JWF2_1_642,GTPase activity; signaling receptor binding; GTP binding; protein-containing complex binding; metal ion binding; other,extracellular region; extracellular space; cytoplasm; cytosol; plasma membrane; membrane; apical plasma membrane; extrinsic component of membrane; protein-containing complex; extracellular exosome,6,10
Q5JWR5_537_858,,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,9
Q5JWR5_1006_1370,,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,9
Q5JWR5_1539_1633,,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,9
Q5JWR5_2255_2465,,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,9
Q5JWR5_1991_2034,,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,9
Q5JWR5_386_506,,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,9
Q5JX69_1_171,,nucleus; nuclear envelope; membrane; nuclear membrane; intracellular membrane-bounded organelle,0,5
Q5JX71_1_171,,extracellular region; extracellular space; nucleus; nuclear envelope; membrane; nuclear membrane; intracellular membrane-bounded organelle; extracellular exosome,0,8
Q5JXA9_266_342,,plasma membrane; membrane,0,2
Q5JXA9_1_40,,plasma membrane; membrane,0,2
Q5JXC2_39_388,,,0,0
Q5JXM2_1_108,other,extracellular region,1,1
Q5JXX7_1_85,,,0,0
Q5JY77_1_1233,,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,0,4
Q5JY77_1366_1395,,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,0,4
Q5JYT7_182_571,,,0,0
Q5JYT7_1048_1200,,,0,0
Q5JZY3_1_39,protein kinase activity; protein tyrosine kinase activity; transmembrane signaling receptor activity; ATP binding; signaling receptor activity,extracellular region; plasma membrane; membrane; protein-containing complex; cell projection; neuron projection; receptor complex,5,7
Q5JZY3_902_943,protein kinase activity; protein tyrosine kinase activity; transmembrane signaling receptor activity; ATP binding; signaling receptor activity,extracellular region; plasma membrane; membrane; protein-containing complex; cell projection; neuron projection; receptor complex,5,7
Q5JZY3_439_474,protein kinase activity; protein tyrosine kinase activity; transmembrane signaling receptor activity; ATP binding; signaling receptor activity,extracellular region; plasma membrane; membrane; protein-containing complex; cell projection; neuron projection; receptor complex,5,7
Q5JZY3_539_626,protein kinase activity; protein tyrosine kinase activity; transmembrane signaling receptor activity; ATP binding; signaling receptor activity,extracellular region; plasma membrane; membrane; protein-containing complex; cell projection; neuron projection; receptor complex,5,7
Q5K130_1_101,,,0,0
Q5K131_1_121,,cytoplasm,0,1
Q5K4E3_1_46,other,extracellular region; cytoplasm,1,2
Q5K4E3_465_501,other,extracellular region; cytoplasm,1,2
Q5K4E3_562_603,other,extracellular region; cytoplasm,1,2
Q5K4E3_807_855,other,extracellular region; cytoplasm,1,2
Q5K4L6_111_167,ATP binding; other,cytoplasm; mitochondrion; endoplasmic reticulum; membrane; intracellular membrane-bounded organelle,2,5
Q5K651_72_167,,cytoplasm; cytosol; intracellular membrane-bounded organelle,0,3
Q5KSL6_1_225,ATP binding; metal ion binding; other,plasma membrane; membrane,3,2
Q5KSL6_722_898,ATP binding; metal ion binding; other,plasma membrane; membrane,3,2
Q5KSL6_1195_1271,ATP binding; metal ion binding; other,plasma membrane; membrane,3,2
Q5KU26_1_39,carbohydrate binding; signaling receptor activity; protein-containing complex binding; metal ion binding; other,extracellular region; extracellular space; cytoplasm; plasma membrane; membrane; cytoplasmic vesicle membrane; extracellular matrix; cytoplasmic vesicle; protein-containing complex; intracellular membrane-bounded organelle,5,10
Q5KU26_78_300,carbohydrate binding; signaling receptor activity; protein-containing complex binding; metal ion binding; other,extracellular region; extracellular space; cytoplasm; plasma membrane; membrane; cytoplasmic vesicle membrane; extracellular matrix; cytoplasmic vesicle; protein-containing complex; intracellular membrane-bounded organelle,5,10
Q5KU26_430_607,carbohydrate binding; signaling receptor activity; protein-containing complex binding; metal ion binding; other,extracellular region; extracellular space; cytoplasm; plasma membrane; membrane; cytoplasmic vesicle membrane; extracellular matrix; cytoplasmic vesicle; protein-containing complex; intracellular membrane-bounded organelle,5,10
Q5M775_764_957,,fibrillar center; nucleus; nucleoplasm; nucleolus; cytoplasm; microtubule organizing center; cytosol; cytoskeleton; actin cytoskeleton; microtubule cytoskeleton; membrane; protein-containing complex; intracellular membrane-bounded organelle; other,0,14
Q5M775_194_373,,fibrillar center; nucleus; nucleoplasm; nucleolus; cytoplasm; microtubule organizing center; cytosol; cytoskeleton; actin cytoskeleton; microtubule cytoskeleton; membrane; protein-containing complex; intracellular membrane-bounded organelle; other,0,14
Q5M775_1_165,,fibrillar center; nucleus; nucleoplasm; nucleolus; cytoplasm; microtubule organizing center; cytosol; cytoskeleton; actin cytoskeleton; microtubule cytoskeleton; membrane; protein-containing complex; intracellular membrane-bounded organelle; other,0,14
Q5M7Z0_1_144,ubiquitin-protein transferase activity; metal ion binding; ubiquitin protein ligase activity; other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,4,5
Q5M8T2_310_416,other,cytoplasm; endosome; early endosome; endoplasmic reticulum; Golgi apparatus; cytoplasmic vesicle; intracellular membrane-bounded organelle,1,7
Q5M9N0_690_736,,,0,0
Q5M9N0_833_1072,,,0,0
Q5M9N0_1_87,,,0,0
Q5M9Q1_1_290,chromatin binding; protein-containing complex binding,nucleus; intracellular membrane-bounded organelle,2,2
Q5MAI5_302_379,protein kinase activity; protein serine/threonine kinase activity; ATP binding; protein serine kinase activity,nucleus; cytoplasm; intracellular membrane-bounded organelle,4,3
Q5MCW4_54_194,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q5MIZ7_687_849,other,chromatin; nucleus; nucleoplasm; chromosome; cytoplasm; centrosome; microtubule organizing center; cytoskeleton; microtubule cytoskeleton; nuclear body; nuclear speck; protein-containing complex; intracellular membrane-bounded organelle,1,13
Q5MIZ7_485_537,other,chromatin; nucleus; nucleoplasm; chromosome; cytoplasm; centrosome; microtubule organizing center; cytoskeleton; microtubule cytoskeleton; nuclear body; nuclear speck; protein-containing complex; intracellular membrane-bounded organelle,1,13
Q5MJ07_1_72,,,0,0
Q5MJ08_1_99,,,0,0
Q5MJ09_1_141,,,0,0
Q5MJ10_1_180,,,0,0
Q5MJ68_207_293,enzyme binding; protein kinase binding,nucleus; cytoplasm; intracellular membrane-bounded organelle,2,3
Q5MJ68_1_52,enzyme binding; protein kinase binding,nucleus; cytoplasm; intracellular membrane-bounded organelle,2,3
Q5MJ70_220_313,enzyme binding; protein kinase binding; other,nucleus; nucleoplasm; intracellular membrane-bounded organelle,3,3
Q5MJ70_1_65,enzyme binding; protein kinase binding; other,nucleus; nucleoplasm; intracellular membrane-bounded organelle,3,3
Q5MNV8_1_44,,,0,0
Q5MNZ9_264_301,signaling receptor binding; phosphatidylinositol binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; cytoskeleton; endosome membrane; membrane; extrinsic component of membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,4,13
Q5MNZ9_357_446,signaling receptor binding; phosphatidylinositol binding; RNA polymerase II-specific DNA-binding transcription factor binding; DNA-binding transcription factor binding,Golgi membrane; cytoplasm; endosome; Golgi apparatus; trans-Golgi network; cytosol; cytoskeleton; endosome membrane; membrane; extrinsic component of membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,4,13
Q5NDL2_1_32,other,cytoplasm; endoplasmic reticulum; endoplasmic reticulum lumen; intracellular membrane-bounded organelle,1,4
Q5NE16_28_218,other,extracellular region; extracellular space; cytoplasm; lysosome; intracellular membrane-bounded organelle,1,5
Q5NUL3_322_361,transmembrane signaling receptor activity; G protein-coupled receptor activity; signaling receptor activity; other,cytoplasm; lysosome; lysosomal membrane; endosome; plasma membrane; cilium; endosome membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; cell projection; intracellular membrane-bounded organelle,4,12
Q5PR19_1_223,calcium ion binding; metal ion binding; other,extracellular region; extracellular space; cytoplasm,3,3
Q5PRF9_150_294,nucleic acid binding; RNA binding; mRNA binding; other,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,4,4
Q5PRF9_529_694,nucleic acid binding; RNA binding; mRNA binding; other,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,4,4
Q5PRF9_395_469,nucleic acid binding; RNA binding; mRNA binding; other,nucleus; cytoplasm; cytosol; intracellular membrane-bounded organelle,4,4
Q5PSV4_181_251,enzyme binding; histone deacetylase binding,chromatin; nucleus; nucleoplasm; chromosome; protein-containing complex; intracellular membrane-bounded organelle,2,6
Q5PSV4_1_49,enzyme binding; histone deacetylase binding,chromatin; nucleus; nucleoplasm; chromosome; protein-containing complex; intracellular membrane-bounded organelle,2,6
Q5PT55_1_148,other,,1,0
Q5QFB9_1_102,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
Q5QGT7_157_225,signaling receptor binding,plasma membrane; cell surface; membrane,1,3
Q5QGZ9_1_41,transmembrane signaling receptor activity; carbohydrate binding; signaling receptor activity; other,cytoplasm; plasma membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,4,6
Q5QJ38_38_904,metal ion binding,,1,0
Q5QJ74_1_43,other,cytoplasm; cytoskeleton,1,2
Q5QJE6_1_601,nucleic acid binding; RNA binding,nucleus; nucleoplasm; chromosome; nucleolus; intracellular membrane-bounded organelle,2,5
Q5QP82_332_403,,nucleus; nucleoplasm; protein-containing complex; intracellular membrane-bounded organelle,0,4
Q5QP82_1_159,,nucleus; nucleoplasm; protein-containing complex; intracellular membrane-bounded organelle,0,4
Q5R372_242_277,GTPase activator activity; enzyme binding; small GTPase binding,nucleus; cytoplasm; endosome; early endosome; Golgi apparatus; cytoplasmic vesicle; intracellular membrane-bounded organelle,3,7
Q5R372_1_134,GTPase activator activity; enzyme binding; small GTPase binding,nucleus; cytoplasm; endosome; early endosome; Golgi apparatus; cytoplasmic vesicle; intracellular membrane-bounded organelle,3,7
Q5R372_432_499,GTPase activator activity; enzyme binding; small GTPase binding,nucleus; cytoplasm; endosome; early endosome; Golgi apparatus; cytoplasmic vesicle; intracellular membrane-bounded organelle,3,7
Q5R387_1_70,calcium ion binding; metal ion binding; other,extracellular region,3,1
Q5R3F8_235_303,other,extracellular region; extracellular space; extracellular matrix,1,3
Q5R3F8_432_820,other,extracellular region; extracellular space; extracellular matrix,1,3
Q5RGS3_1_70,,,0,0
Q5RHP9_108_293,,,0,0
Q5RHP9_400_1530,,,0,0
Q5RI15_1_118,,cytoplasm; mitochondrion; mitochondrial inner membrane; membrane; intracellular membrane-bounded organelle,0,5
Q5RIA9_71_124,ATP binding,nucleus; cytoplasm; intracellular membrane-bounded organelle,1,3
Q5RIA9_1_44,ATP binding,nucleus; cytoplasm; intracellular membrane-bounded organelle,1,3
Q5RKV6_68_101,nucleic acid binding; RNA binding,nucleus; nucleoplasm; nucleolus; cytoplasm; cytosol; protein-containing complex; intracellular membrane-bounded organelle,2,7
Q5RL73_151_367,nucleic acid binding; RNA binding,nucleus; nucleoplasm; intracellular membrane-bounded organelle,2,3
Q5S007_1599_1632,magnesium ion binding; actin binding; GTPase activity; protein kinase activity; protein serine/threonine kinase activity; GTPase activator activity; ATP binding; GTP binding; microtubule binding; enzyme binding; small GTPase binding; identical protein binding; protein homodimerization activity; transmembrane transporter binding; protein-containing complex binding; metal ion binding; protein dimerization activity; molecular adaptor activity; protein serine kinase activity; other,Golgi membrane; extracellular region; extracellular space; cytoplasm; mitochondrion; mitochondrial outer membrane; mitochondrial inner membrane; mitochondrial matrix; lysosome; endosome; late endosome; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi apparatus; trans-Golgi network; cytosol; plasma membrane; membrane; cell junction; axon; dendrite; growth cone; cytoplasmic vesicle membrane; cytoplasmic vesicle; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; intracellular membrane-bounded organelle; membrane raft; synapse; extracellular exosome; anchoring junction; presynapse; glutamatergic synapse; ribonucleoprotein complex; other,20,38
Q5S007_321_353,magnesium ion binding; actin binding; GTPase activity; protein kinase activity; protein serine/threonine kinase activity; GTPase activator activity; ATP binding; GTP binding; microtubule binding; enzyme binding; small GTPase binding; identical protein binding; protein homodimerization activity; transmembrane transporter binding; protein-containing complex binding; metal ion binding; protein dimerization activity; molecular adaptor activity; protein serine kinase activity; other,Golgi membrane; extracellular region; extracellular space; cytoplasm; mitochondrion; mitochondrial outer membrane; mitochondrial inner membrane; mitochondrial matrix; lysosome; endosome; late endosome; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi apparatus; trans-Golgi network; cytosol; plasma membrane; membrane; cell junction; axon; dendrite; growth cone; cytoplasmic vesicle membrane; cytoplasmic vesicle; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; intracellular membrane-bounded organelle; membrane raft; synapse; extracellular exosome; anchoring junction; presynapse; glutamatergic synapse; ribonucleoprotein complex; other,20,38
Q5S007_805_994,magnesium ion binding; actin binding; GTPase activity; protein kinase activity; protein serine/threonine kinase activity; GTPase activator activity; ATP binding; GTP binding; microtubule binding; enzyme binding; small GTPase binding; identical protein binding; protein homodimerization activity; transmembrane transporter binding; protein-containing complex binding; metal ion binding; protein dimerization activity; molecular adaptor activity; protein serine kinase activity; other,Golgi membrane; extracellular region; extracellular space; cytoplasm; mitochondrion; mitochondrial outer membrane; mitochondrial inner membrane; mitochondrial matrix; lysosome; endosome; late endosome; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi apparatus; trans-Golgi network; cytosol; plasma membrane; membrane; cell junction; axon; dendrite; growth cone; cytoplasmic vesicle membrane; cytoplasmic vesicle; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; intracellular membrane-bounded organelle; membrane raft; synapse; extracellular exosome; anchoring junction; presynapse; glutamatergic synapse; ribonucleoprotein complex; other,20,38
Q5S007_1_124,magnesium ion binding; actin binding; GTPase activity; protein kinase activity; protein serine/threonine kinase activity; GTPase activator activity; ATP binding; GTP binding; microtubule binding; enzyme binding; small GTPase binding; identical protein binding; protein homodimerization activity; transmembrane transporter binding; protein-containing complex binding; metal ion binding; protein dimerization activity; molecular adaptor activity; protein serine kinase activity; other,Golgi membrane; extracellular region; extracellular space; cytoplasm; mitochondrion; mitochondrial outer membrane; mitochondrial inner membrane; mitochondrial matrix; lysosome; endosome; late endosome; endoplasmic reticulum; endoplasmic reticulum membrane; Golgi apparatus; trans-Golgi network; cytosol; plasma membrane; membrane; cell junction; axon; dendrite; growth cone; cytoplasmic vesicle membrane; cytoplasmic vesicle; protein-containing complex; cell projection; neuron projection; neuronal cell body; perikaryon; intracellular membrane-bounded organelle; membrane raft; synapse; extracellular exosome; anchoring junction; presynapse; glutamatergic synapse; ribonucleoprotein complex; other,20,38
Q5SNT2_1_31,actin binding; protein-containing complex binding; actin filament binding; other,spindle pole; nucleus; nuclear envelope; cytoplasm; spindle; cytoskeleton; microtubule cytoskeleton; membrane; nuclear membrane; intracellular membrane-bounded organelle,4,10
Q5SNT2_219_282,actin binding; protein-containing complex binding; actin filament binding; other,spindle pole; nucleus; nuclear envelope; cytoplasm; spindle; cytoskeleton; microtubule cytoskeleton; membrane; nuclear membrane; intracellular membrane-bounded organelle,4,10
Q5SNT2_369_666,actin binding; protein-containing complex binding; actin filament binding; other,spindle pole; nucleus; nuclear envelope; cytoplasm; spindle; cytoskeleton; microtubule cytoskeleton; membrane; nuclear membrane; intracellular membrane-bounded organelle,4,10
Q5SNV9_1_686,,,0,0
Q5SNV9_734_787,,,0,0
Q5SNV9_817_875,,,0,0
Q5SNV9_1017_1468,,,0,0
Q5SQ64_259_297,,cytoplasm; plasma membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,0,6
Q5SQ80_1_35,,,0,0
Q5SQ80_731_823,,,0,0
Q5SQ80_259_512,,,0,0
Q5SQH8_284_315,,,0,0
Q5SQH8_1_144,,,0,0
Q5SQI0_197_421,other,cytoplasm; Golgi apparatus; spindle; cytosol; cytoskeleton; microtubule; plasma membrane; focal adhesion; microtubule cytoskeleton; membrane; cell junction; axon; cell projection; neuron projection; intracellular membrane-bounded organelle; anchoring junction; mitotic spindle,1,17
Q5SQN1_1_56,molecular adaptor activity; other,cytoplasm; plasma membrane; membrane; cell junction; protein-containing complex; synapse; perinuclear region of cytoplasm; presynapse; other,2,9
Q5SQN1_213_261,molecular adaptor activity; other,cytoplasm; plasma membrane; membrane; cell junction; protein-containing complex; synapse; perinuclear region of cytoplasm; presynapse; other,2,9
Q5SQN1_344_413,molecular adaptor activity; other,cytoplasm; plasma membrane; membrane; cell junction; protein-containing complex; synapse; perinuclear region of cytoplasm; presynapse; other,2,9
Q5SQQ9_1_76,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; sequence-specific DNA binding; protein-containing complex binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,12,5
Q5SQQ9_186_334,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; sequence-specific DNA binding; protein-containing complex binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,12,5
Q5SQS7_237_294,,cytoplasm,0,1
Q5SQS8_1_70,,,0,0
Q5SQS8_179_335,,,0,0
Q5SR53_1_167,,,0,0
Q5SR56_403_506,other,,1,0
Q5SR56_1_44,other,,1,0
Q5SRD1_1_188,other,cytoplasm; mitochondrion; mitochondrial inner membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,6
Q5SRE5_1697_1749,structural molecule activity,nucleus; nuclear envelope; cytoplasm; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
Q5SRE5_1615_1651,structural molecule activity,nucleus; nuclear envelope; cytoplasm; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
Q5SRE5_1495_1548,structural molecule activity,nucleus; nuclear envelope; cytoplasm; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
Q5SRE5_1245_1286,structural molecule activity,nucleus; nuclear envelope; cytoplasm; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
Q5SRE5_1363_1397,structural molecule activity,nucleus; nuclear envelope; cytoplasm; cytosol; membrane; protein-containing complex; intracellular membrane-bounded organelle,1,7
Q5SRH9_137_185,,centrosome; microtubule organizing center; cytoskeleton; microtubule cytoskeleton,0,4
Q5SRI9_1_95,other,Golgi membrane; cytoplasm; Golgi apparatus; membrane; intracellular membrane-bounded organelle,1,5
Q5SRN2_36_563,,nucleus; intracellular membrane-bounded organelle,0,2
Q5SRR4_1_37,identical protein binding,extracellular region; plasma membrane; external side of plasma membrane; cell surface; membrane; protein-containing complex,1,6
Q5SSG8_432_566,,cytoplasm; Golgi apparatus; Golgi lumen; plasma membrane; membrane; intracellular membrane-bounded organelle,0,6
Q5SSG8_1_50,,cytoplasm; Golgi apparatus; Golgi lumen; plasma membrane; membrane; intracellular membrane-bounded organelle,0,6
Q5SSJ5_423_553,nucleic acid binding; DNA binding; chromatin binding; protein-containing complex binding,chromatin; nucleus; nucleoplasm; chromosome; nuclear body; nuclear speck; protein-containing complex; intracellular membrane-bounded organelle,4,8
Q5SSJ5_230_259,nucleic acid binding; DNA binding; chromatin binding; protein-containing complex binding,chromatin; nucleus; nucleoplasm; chromosome; nuclear body; nuclear speck; protein-containing complex; intracellular membrane-bounded organelle,4,8
Q5SSJ5_1_146,nucleic acid binding; DNA binding; chromatin binding; protein-containing complex binding,chromatin; nucleus; nucleoplasm; chromosome; nuclear body; nuclear speck; protein-containing complex; intracellular membrane-bounded organelle,4,8
Q5SSQ6_108_148,,,0,0
Q5ST30_1_84,ATP binding; other,cytoplasm; mitochondrion; cytosol; intracellular membrane-bounded organelle,2,4
Q5SV17_1_173,,plasma membrane; membrane; cell junction; synapse; anchoring junction,0,5
Q5SV97_1_790,,nucleus; cytoplasm; intracellular membrane-bounded organelle,0,3
Q5SVJ3_1_147,,,0,0
Q5SVQ8_742_909,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q5SVQ8_170_359,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q5SVQ8_1_72,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
Q5SVZ6_1_534,zinc ion binding; metal ion binding; protein dimerization activity,nucleus; intracellular membrane-bounded organelle,3,2
Q5SVZ6_781_818,zinc ion binding; metal ion binding; protein dimerization activity,nucleus; intracellular membrane-bounded organelle,3,2
Q5SVZ6_931_960,zinc ion binding; metal ion binding; protein dimerization activity,nucleus; intracellular membrane-bounded organelle,3,2
Q5SW24_110_774,enzyme binding; protein kinase binding; other,cytoplasm,3,1
Q5SW79_1317_1584,,cytoplasm; centrosome; centriole; microtubule organizing center; spindle; cytosol; cytoskeleton; microtubule; cilium; microtubule cytoskeleton; protein-containing complex; cell projection,0,12
Q5SW79_104_1290,,cytoplasm; centrosome; centriole; microtubule organizing center; spindle; cytosol; cytoskeleton; microtubule; cilium; microtubule cytoskeleton; protein-containing complex; cell projection,0,12
Q5SW96_182_308,signaling receptor binding; phosphatidylinositol binding; protein-containing complex binding; molecular adaptor activity; other,cytoplasm; endosome; early endosome; cytosol; cytoskeleton; plasma membrane; membrane; axon; cytoplasmic vesicle membrane; cytoplasmic vesicle; cell projection; neuron projection; intracellular membrane-bounded organelle,5,13
Q5SW96_1_39,signaling receptor binding; phosphatidylinositol binding; protein-containing complex binding; molecular adaptor activity; other,cytoplasm; endosome; early endosome; cytosol; cytoskeleton; plasma membrane; membrane; axon; cytoplasmic vesicle membrane; cytoplasmic vesicle; cell projection; neuron projection; intracellular membrane-bounded organelle,5,13
Q5SWA1_1_642,other,cytoplasm; endoplasmic reticulum; protein-containing complex; intracellular membrane-bounded organelle,1,4
Q5SWH9_1_86,,,0,0
Q5SWL7_102_153,,cytoplasm,0,1
Q5SWL7_228_263,,cytoplasm,0,1
Q5SWL8_449_479,,cytoplasm,0,1
Q5SWL8_108_154,,cytoplasm,0,1
Q5SWW7_1_151,identical protein binding,,1,0
Q5SWX8_396_454,,,0,0
Q5SXH7_388_465,,,0,0
Q5SXH7_127_326,,,0,0
Q5SXM1_1_107,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding",nucleus; intracellular membrane-bounded organelle,10,2
